"SiteCode","Year","CommunityType","CoverType","ScientificName","CoverCode","avg_cover","median_cover","min_cover","max_cover","q25_cover","q75_cover"
"BASHAR",2014,"Red Algae","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2014,"Red Algae","Crustose non-coralline","Calothrix","NONCOR",0.2,0,0,1,0,0
"BASHAR",2014,"Red Algae","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2014,"Red Algae","Red algae group","Gigartinales","REDGRP",46.4,48,24,56,48,56
"BASHAR",2014,"Red Algae","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2014,"Red Algae","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2014,"Red Algae","Red algae group","Rhodophyta","REDGRP",0.2,0,0,1,0,0
"BASHAR",2014,"Red Algae","Fucus spp. (Rockweed)","Fucus","FUCSPP",0,0,0,0,0,0
"BASHAR",2017,"Ascophyllum","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",4.6,4,0,12,2,5
"BASHAR",2017,"Ascophyllum","Barnacle","Semibalanus balanoides","BARSPP",0.8,0,0,3,0,1
"BASHAR",2017,"Ascophyllum","Crustose non-coralline","Calothrix","NONCOR",0.8,1,0,2,0,1
"BASHAR",2017,"Ascophyllum","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",3.2,0,0,16,0,0
"BASHAR",2017,"Ascophyllum","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2017,"Ascophyllum","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",73,76,60,79,74,76
"BASHAR",2017,"Ascophyllum","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2017,"Ascophyllum","Red algae group","Rhodophyta","REDGRP",0.2,0,0,1,0,0
"BASHAR",2017,"Ascophyllum","Fucus spp. (Rockweed)","Fucus","FUCSPP",13.6,15,0,25,13,15
"BASHAR",2017,"Barnacle","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2017,"Barnacle","Barnacle","Semibalanus balanoides","BARSPP",0.6,0,0,3,0,0
"BASHAR",2017,"Barnacle","Crustose non-coralline","Calothrix","NONCOR",0.4,0,0,1,0,1
"BASHAR",2017,"Barnacle","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2017,"Barnacle","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2017,"Barnacle","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",59.2,98,0,99,0,99
"BASHAR",2017,"Barnacle","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2017,"Barnacle","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2017,"Barnacle","Fucus spp. (Rockweed)","Fucus","FUCSPP",39,0,0,100,0,95
"BASHAR",2017,"Fucus","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2017,"Fucus","Barnacle","Semibalanus balanoides","BARSPP",14.2,12,3,33,11,12
"BASHAR",2017,"Fucus","Crustose non-coralline","Calothrix","NONCOR",3.2,2,0,9,1,4
"BASHAR",2017,"Fucus","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0.2,0,0,1,0,0
"BASHAR",2017,"Fucus","Red algae group","Gigartinales","REDGRP",0.6,0,0,2,0,1
"BASHAR",2017,"Fucus","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0.2,0,0,1,0,0
"BASHAR",2017,"Fucus","Mussel","Mytilus edulis","MUSSPP",0.4,0,0,2,0,0
"BASHAR",2017,"Fucus","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2017,"Fucus","Fucus spp. (Rockweed)","Fucus","FUCSPP",77.4,84,50,86,82,85
"BASHAR",2017,"Red Algae","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0.2,0,0,1,0,0
"BASHAR",2017,"Red Algae","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2017,"Red Algae","Crustose non-coralline","Calothrix","NONCOR",0.6,0,0,3,0,0
"BASHAR",2017,"Red Algae","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0.2,0,0,1,0,0
"BASHAR",2017,"Red Algae","Red algae group","Gigartinales","REDGRP",50.2,55,32,57,51,56
"BASHAR",2017,"Red Algae","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2017,"Red Algae","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2017,"Red Algae","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2017,"Red Algae","Fucus spp. (Rockweed)","Fucus","FUCSPP",1.2,0,0,4,0,2
"BASHAR",2016,"Ascophyllum","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",5.2,4,1,10,2,9
"BASHAR",2016,"Ascophyllum","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2016,"Ascophyllum","Crustose non-coralline","Calothrix","NONCOR",0.2,0,0,1,0,0
"BASHAR",2016,"Ascophyllum","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0.2,0,0,1,0,0
"BASHAR",2016,"Ascophyllum","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Ascophyllum","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",75.2,74,64,93,68,77
"BASHAR",2016,"Ascophyllum","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2016,"Ascophyllum","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Ascophyllum","Fucus spp. (Rockweed)","Fucus","FUCSPP",19.2,19,4,31,15,27
"BASHAR",2016,"Barnacle","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Barnacle","Semibalanus balanoides","BARSPP",0.4,0,0,2,0,0
"BASHAR",2016,"Barnacle","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Barnacle","Fucus spp. (Rockweed)","Fucus","FUCSPP",99.6,100,98,100,100,100
"BASHAR",2016,"Fucus","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Fucus","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2016,"Fucus","Fucus spp. (Rockweed)","Fucus","FUCSPP",99,99,97,100,99,100
"BASHAR",2016,"Red Algae","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Red algae group","Gigartinales","REDGRP",60.2,62,41,77,54,67
"BASHAR",2016,"Red Algae","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2016,"Red Algae","Red algae group","Rhodophyta","REDGRP",0.8,1,0,2,0,1
"BASHAR",2016,"Red Algae","Fucus spp. (Rockweed)","Fucus","FUCSPP",2.8,2,0,8,0,4
"BASHAR",2024,"Ascophyllum","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",4.6,6,1,8,1,7
"BASHAR",2024,"Ascophyllum","Barnacle","Semibalanus balanoides","BARSPP",0.4,0,0,1,0,1
"BASHAR",2024,"Ascophyllum","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2024,"Ascophyllum","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2024,"Ascophyllum","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Ascophyllum","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",83.2,81,74,92,78,91
"BASHAR",2024,"Ascophyllum","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2024,"Ascophyllum","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Ascophyllum","Fucus spp. (Rockweed)","Fucus","FUCSPP",7.8,3,0,19,0,17
"BASHAR",2024,"Barnacle","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Barnacle","Barnacle","Semibalanus balanoides","BARSPP",1,0,0,4,0,1
"BASHAR",2024,"Barnacle","Crustose non-coralline","Calothrix","NONCOR",0.2,0,0,1,0,0
"BASHAR",2024,"Barnacle","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0.8,1,0,2,0,1
"BASHAR",2024,"Barnacle","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Barnacle","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Barnacle","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2024,"Barnacle","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Barnacle","Fucus spp. (Rockweed)","Fucus","FUCSPP",98,99,93,100,98,100
"BASHAR",2024,"Fucus","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Fucus","Barnacle","Semibalanus balanoides","BARSPP",0.4,0,0,1,0,1
"BASHAR",2024,"Fucus","Crustose non-coralline","Calothrix","NONCOR",0.6,0,0,2,0,1
"BASHAR",2024,"Fucus","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0.8,0,0,2,0,2
"BASHAR",2024,"Fucus","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Fucus","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Fucus","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2024,"Fucus","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2024,"Fucus","Fucus spp. (Rockweed)","Fucus","FUCSPP",97.4,98,95,99,97,98
"BASHAR",2024,"Red Algae","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Red Algae","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2024,"Red Algae","Crustose non-coralline","Calothrix","NONCOR",0.4,0,0,1,0,1
"BASHAR",2024,"Red Algae","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2024,"Red Algae","Red algae group","Gigartinales","REDGRP",45.2,40,30,76,35,45
"BASHAR",2024,"Red Algae","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2024,"Red Algae","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2024,"Red Algae","Red algae group","Rhodophyta","REDGRP",4.4,4,0,9,1,8
"BASHAR",2024,"Red Algae","Fucus spp. (Rockweed)","Fucus","FUCSPP",3.4,0,0,9,0,8
"BASHAR",2021,"Ascophyllum","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",6.8,5,0,16,4,9
"BASHAR",2021,"Ascophyllum","Barnacle","Semibalanus balanoides","BARSPP",0.2,0,0,1,0,0
"BASHAR",2021,"Ascophyllum","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2021,"Ascophyllum","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2021,"Ascophyllum","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Ascophyllum","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",80,89,59,92,69,91
"BASHAR",2021,"Ascophyllum","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2021,"Ascophyllum","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Ascophyllum","Fucus spp. (Rockweed)","Fucus","FUCSPP",13,11,0,36,3,15
"BASHAR",2021,"Barnacle","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Barnacle","Semibalanus balanoides","BARSPP",1.6,2,0,3,0,3
"BASHAR",2021,"Barnacle","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Barnacle","Fucus spp. (Rockweed)","Fucus","FUCSPP",98.2,98,96,100,97,100
"BASHAR",2021,"Fucus","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2021,"Fucus","Barnacle","Semibalanus balanoides","BARSPP",3.6,2,0,9,1,6
"BASHAR",2021,"Fucus","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2021,"Fucus","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2021,"Fucus","Red algae group","Gigartinales","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Fucus","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0.2,0,0,1,0,0
"BASHAR",2021,"Fucus","Mussel","Mytilus edulis","MUSSPP",0.2,0,0,1,0,0
"BASHAR",2021,"Fucus","Red algae group","Rhodophyta","REDGRP",0,0,0,0,0,0
"BASHAR",2021,"Fucus","Fucus spp. (Rockweed)","Fucus","FUCSPP",95,96,90,98,94,97
"BASHAR",2021,"Red Algae","A. nodosum (knotted wrack)","Vertebrata lanosa/Elachista fucicola","ASCNOD",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Barnacle","Semibalanus balanoides","BARSPP",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Crustose non-coralline","Calothrix","NONCOR",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Fucus spp. (Rockweed)","Elachista fucicola","FUCSPP",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Red algae group","Gigartinales","REDGRP",63.8,65,42,82,61,69
"BASHAR",2021,"Red Algae","A. nodosum (knotted wrack)","Ascophyllum nodosum","ASCNOD",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Mussel","Mytilus edulis","MUSSPP",0,0,0,0,0,0
"BASHAR",2021,"Red Algae","Red algae group","Rhodophyta","REDGRP",0.4,0,0,2,0,0
"BASHAR",2021,"Red Algae","Fucus spp. (Rockweed)","Fucus","FUCSPP",0,0,0,0,0,0
